date,debate,speaker,speaker_id,context,speech_url
1947-11-27,CONSTITUTION ALTERATION (RENTS AND PRICES) BILL 1947: Second Reading,Mr CALWELL,BV8,President Truman has taken a bold and courageous step in presenting to Congress so formidable a list of demands as a means of implementing the foreign aid programme and of stabilizing the domestic economy of the United States.,https://historichansard.net/hofreps/1947/19471127_reps_18_195/#subdebate-20-0
1947-11-27,CONSTITUTION ALTERATION (RENTS AND PRICES) BILL 1947: Second Reading,Mr LEMMON,L0X,"We cannot abandon foreign aid, nor can we abandon our own people to the ravages of unchecked inflation.",https://historichansard.net/hofreps/1947/19471127_reps_18_195/#subdebate-20-0
1949-09-22,QUESTION: E.S.L. VIEW,Mr BEAZLEY,JF7,The Government of the United States has made its own statement concerning foreign aid in these terms -,https://historichansard.net/hofreps/1949/19490922_reps_18_204/#subdebate-21-0
1950-06-06,"QUESTION: SOOTH AND SOUTH-EAST ASIA,",Mr SPENDER,KUG,"Its implementation should help substantially to improve permanently the technical skill available in the area, so that countries concerned can gradually become less and less dependent upon foreign aid in the future.",https://historichansard.net/hofreps/1950/19500606_reps_19_208/#subdebate-24-0
1952-08-29,QUESTION: ESTIMATES 1952-1953,Mr MORGAN,JVA,"United States Mutual Security Agency today accused five United States oil companiesof "" exorbitant price discrimination "" which, added 50,000,000 dollars (£22,321,428) to the cost of the foreign aid programme.",https://historichansard.net/hofreps/1952/19520829_reps_20_218/#subdebate-18-0
1952-10-15,OIL AGREEMENT BILL 1952: Second Reading,Mr MORGAN,JVA,"- United States Mutual Security Agency to-day accused five United States oil companies of "" exhorbitant price discrimination "" which added 50-million dollars (£ 22,32 1,428) to the cost of the Foreign Aid Program.",https://historichansard.net/hofreps/1952/19521015_reps_20_220/#subdebate-18-0
1952-10-15,OIL AGREEMENT BILL 1952: Second Reading,Mr MORGAN,JVA,"The report was made public three days after the Government .instituted a 67,000,000 dollars (about £29,910,714) suit against four major American companies to collect alleged overcharges for Middle East oil, paid for by the United States under its foreign aid programmes.",https://historichansard.net/hofreps/1952/19521015_reps_20_220/#subdebate-18-0
1956-05-16,EXPORT PAYMENTS INSURANCE CORPORATION BILL 1956,Mr R W HOLT,QS4,"The Royal Cambodian Government now has under consideration measures to promote farm credit by the encouragement of finance by co-operative methods, supplemented by State advances using domestic capital resources and foreign aid.",https://historichansard.net/hofreps/1956/19560516_reps_22_hor10/#debate-28
1956-10-10,ESTIMATES 1956-57: Broadcasting and Television Services,Mr BIRD,JPE,The rate of technical assistance will have to be stepped up if additional foreign aid is to be absorbed.,https://historichansard.net/hofreps/1956/19561010_reps_22_hor13/#subdebate-24-11
1957-04-04,INTERNATIONAL AFFAIRS,Mr DALY,6V4,"The Foreign Aid Programmes and the fact that the American taxpayer, whatever his position, is making his personal contribution towards those programmes, showed the sincere desire of the average American to make his contribution towards an improvement in the living standards of the people of the world, and to ensure world peace and harmony amongst nations.",https://historichansard.net/hofreps/1957/19570404_reps_22_hor14/#debate-23
1957-04-04,INTERNATIONAL AFFAIRS,Mr BIRD,JPE,"There is little doubt that the Colombo plan, with its emphasis on mutual co-operation, is a form of foreign aid held in great esteem by most Asians.I was very pleased to hear the Minister say that this plan would continue for another four years.",https://historichansard.net/hofreps/1957/19570404_reps_22_hor14/#debate-23
1957-05-09,QUESTION: AUSTRALIAN DEFENCE,Sir WILFRED KENT HUGHES,KEE,"The first is foreign aid through the Colombo Plan, in which I think Australia has done magnificent work.",https://historichansard.net/hofreps/1957/19570509_reps_22_hor15/#subdebate-20-0
1957-05-22,QUESTION: AUSTRALIAN ECONOMY,Mr ANDERSON,JLU,"Consider the case of America, for instance, and think of the enormous sums of money that that country spends on defence and foreign aid!",https://historichansard.net/hofreps/1957/19570522_reps_22_hor15/#subdebate-35-0
1957-09-12,QUESTION: BUDGET 1957-58,Mr GRIFFITHS,KFG,"For more than fifteen years America has been providing many billions of dollars in foreign aid to undeveloped countries, and I suggest that the greater part of it will never be recouped.",https://historichansard.net/hofreps/1957/19570912_reps_22_hor16/#subdebate-28-0
1957-09-19,QUESTION: BUDGET 1957-58,Mr FOX,JWI,In the United States of America recently we had an example of how both the House of Representatives and the Senate corrected the Executive in respect of large appropriations for foreign aid.,https://historichansard.net/hofreps/1957/19570919_reps_22_hor16/#subdebate-25-0
1957-10-24,PART 2. - BUSINESS UNDERTAKINGS: War and Repatriation Services,Mr R W HOLT,QS4,"Any approach to foreign aid should, of course, be based on, first, the removal of military commitments.",https://historichansard.net/hofreps/1957/19571024_reps_22_hor17/#subdebate-45-12
1958-05-01,OVERSEAS TELECOMMUNICATIONS BILL 1958: Second Reading,Mr BURY,JTP,"At the height of the economic programme, about 12 per cent, of the annual budget of the U.S.A. was going to foreign aid.",https://historichansard.net/hofreps/1958/19580501_reps_22_hor19/#subdebate-28-0
1958-05-01,INTERNATIONAL AFFAIRS,Mr IAN ALLAN,JLT,I know that her foreign aid programme is only one consideration with America to-day.,https://historichansard.net/hofreps/1958/19580501_reps_22_hor19/#debate-30
1958-05-01,INTERNATIONAL AFFAIRS,Mr CALWELL,BV8,"It is no use sending them implements of war or giving them foreign aid which is four-fifths per cent, military equipment, as America is doing, and then hope that we can withstand the tide of communism.",https://historichansard.net/hofreps/1958/19580501_reps_22_hor19/#debate-30
1958-05-01,INTERNATIONAL AFFAIRS,Mr TURNBULL,KWP,"I shall quote a statement from a book entitled "" United States Foreign Aid"" produced by The H. W. Wilson Company, New York, in 1957.",https://historichansard.net/hofreps/1958/19580501_reps_22_hor19/#debate-30
1958-05-08,SUPPLY BILL 1958-59: Second Reading,Mr ANDERSON,JLU,We have the problem of American surpluses and American foreign aid.,https://historichansard.net/hofreps/1958/19580508_reps_22_hor19/#subdebate-29-0
1958-08-14,QUESTION: BUDGET 1958-59,Mr ERWIN,KDO,"The Americans are doing a grand job there, pouring in foreign aid, in an endeavour to house the people and do everything possible to raise their standard of living.",https://historichansard.net/hofreps/1958/19580814_reps_22_hor20/#subdebate-26-0
